height_cm,weight_kg,age,gender,activity_level,goal
166,64.5,16,male,very_active,gain
150,53.0,17,female,very_active,gain
186,79.1,20,male,active,cut
144,46.8,14,male,active,maintain
174,63.9,14,female,light,cut
192,87.2,19,male,active,gain
176,84.6,19,male,sedentary,maintain
154,63.7,20,female,sedentary,cut
162,48.0,16,male,very_active,maintain
167,69.1,30,male,moderate,cut
187,71.3,16,female,light,maintain
161,60.8,23,female,very_active,gain
175,86.3,24,female,sedentary,gain
180,88.1,28,male,sedentary,cut
193,82.8,21,female,light,gain
191,96.1,24,male,light,cut
171,66.8,26,female,sedentary,maintain
172,88.8,18,female,sedentary,maintain
167,68.7,24,male,sedentary,maintain
178,81.0,13,female,very_active,cut
169,56.2,13,male,sedentary,gain
154,53.9,28,male,light,gain
182,60.6,13,female,sedentary,cut
170,69.8,14,male,active,maintain
185,76.3,22,female,sedentary,gain
175,63.6,17,male,light,maintain
178,88.5,21,male,sedentary,maintain
162,66.1,25,male,active,gain
155,50.6,16,female,very_active,cut
185,70.3,30,male,moderate,gain
156,66.6,23,male,sedentary,cut
180,82.5,29,male,moderate,maintain
170,55.4,27,female,very_active,gain
176,70.6,18,female,moderate,cut
181,57.0,16,female,moderate,maintain
160,69.9,21,male,very_active,maintain
169,65.1,27,male,very_active,cut
145,38.9,14,female,light,cut
172,73.8,28,female,light,maintain
174,71.2,28,male,moderate,gain
167,67.8,28,female,active,cut
152,54.6,30,male,moderate,maintain
189,64.5,15,male,active,cut
178,68.6,23,male,moderate,maintain
173,69.9,13,male,sedentary,maintain
165,66.2,13,male,light,gain
163,70.3,18,female,active,maintain
154,58.1,17,male,moderate,gain
174,68.1,24,male,active,cut
177,64.0,23,male,moderate,cut
187,85.9,18,female,active,maintain
192,76.2,23,female,moderate,gain
158,52.9,15,female,moderate,cut
185,85.2,22,female,very_active,gain
168,57.1,22,male,light,cut
190,88.3,25,male,sedentary,cut
174,76.3,20,female,active,gain
163,64.2,28,female,very_active,cut
188,96.5,22,male,sedentary,maintain
185,76.9,29,female,sedentary,maintain
168,61.9,23,male,active,gain
179,90.3,30,female,very_active,gain
181,68.3,25,male,sedentary,maintain
182,87.2,19,female,very_active,cut
155,65.8,20,female,light,cut
151,60.5,23,male,active,cut
153,48.2,30,male,sedentary,maintain
171,59.8,22,female,light,cut
188,87.5,30,female,moderate,maintain
166,64.2,21,male,very_active,cut
175,82.3,27,female,active,cut
141,35.5,13,male,moderate,maintain
143,37.8,16,male,moderate,gain
158,67.7,27,female,very_active,gain
171,67.0,13,female,moderate,cut
141,48.5,14,male,moderate,cut
167,69.2,15,male,active,gain
190,79.7,30,male,moderate,cut
184,84.4,17,female,light,cut
183,83.7,26,male,very_active,maintain
155,54.3,25,female,active,cut
153,64.1,26,male,active,maintain
161,66.0,23,male,moderate,maintain
156,62.0,23,female,very_active,cut
186,101.1,24,female,moderate,cut
163,67.6,14,male,sedentary,maintain
165,45.7,13,female,moderate,cut
169,66.3,13,male,light,maintain
191,70.9,19,female,sedentary,maintain
190,89.3,24,male,sedentary,cut
156,66.2,27,male,very_active,maintain
181,83.2,15,female,sedentary,maintain
165,77.2,28,female,sedentary,cut
162,51.4,22,female,sedentary,maintain
172,69.0,18,male,active,cut
169,60.1,20,male,sedentary,gain
155,64.5,22,male,sedentary,cut
179,89.6,28,male,active,cut
157,48.3,22,female,sedentary,cut
167,74.5,30,male,active,cut
182,91.4,22,male,active,gain
171,60.1,30,female,light,gain
186,96.1,29,male,sedentary,cut
164,64.3,14,female,very_active,maintain
171,73.5,28,male,very_active,maintain
195,104.9,22,male,active,gain
183,78.9,20,female,moderate,gain
180,57.0,17,male,active,maintain
185,64.9,14,female,moderate,gain
155,61.7,21,female,active,gain
185,74.3,26,female,active,maintain
186,74.6,30,female,moderate,cut
152,42.2,15,female,sedentary,maintain
179,77.1,24,male,moderate,maintain
190,94.3,29,male,active,cut
173,76.1,24,male,moderate,maintain
173,61.0,22,female,very_active,maintain
176,85.6,24,female,sedentary,gain
181,84.8,23,female,very_active,maintain
174,77.9,29,male,sedentary,maintain
162,43.5,14,female,active,gain
156,58.6,19,male,moderate,cut
161,67.6,25,male,very_active,gain
170,79.2,22,female,active,maintain
178,87.6,22,female,very_active,gain
159,68.3,23,male,very_active,maintain
149,37.3,17,male,moderate,maintain
167,62.6,20,female,sedentary,maintain
187,85.8,16,female,very_active,cut
183,67.7,29,male,very_active,maintain
161,54.8,15,male,sedentary,gain
155,61.3,13,female,active,maintain
163,64.5,15,male,very_active,maintain
188,91.1,20,female,sedentary,cut
188,95.8,24,male,active,gain
159,75.5,30,female,active,gain
151,45.2,30,female,very_active,maintain
153,58.0,29,male,very_active,maintain
194,94.9,25,male,light,gain
161,53.1,23,female,moderate,cut
194,100.9,28,female,active,maintain
173,68.3,23,female,moderate,cut
160,54.0,18,male,light,gain
190,90.4,14,female,very_active,maintain
163,69.0,17,male,sedentary,gain
166,64.1,19,female,very_active,cut
157,59.4,30,male,active,gain
153,42.3,15,male,moderate,gain
160,74.6,27,female,sedentary,cut
166,77.5,20,female,sedentary,gain
152,50.6,19,male,very_active,cut
155,71.2,26,female,very_active,cut
169,73.1,18,female,light,maintain
179,72.8,18,female,moderate,maintain
192,76.3,30,female,very_active,maintain
184,76.6,16,male,very_active,cut
178,66.7,21,male,light,maintain
153,47.6,26,male,sedentary,gain
164,55.8,26,male,moderate,gain
176,83.4,19,male,very_active,maintain
152,59.5,20,male,light,cut
154,64.0,23,female,very_active,gain
175,80.8,27,male,very_active,gain
160,45.0,14,female,very_active,gain
153,61.3,25,male,light,maintain
177,77.7,26,female,active,maintain
186,86.6,13,female,light,cut
188,71.1,28,female,moderate,cut
159,55.3,18,male,moderate,maintain
161,57.0,17,female,sedentary,cut
195,80.2,24,male,sedentary,maintain
153,47.9,20,female,very_active,maintain
167,76.6,28,female,very_active,maintain
185,82.1,19,female,active,maintain
171,54.2,16,male,light,gain
184,61.0,13,female,moderate,maintain
185,95.6,29,female,sedentary,maintain
173,78.2,25,female,active,maintain
166,73.5,20,male,moderate,maintain
152,61.7,23,female,light,maintain
192,78.4,20,female,sedentary,maintain
167,61.6,18,male,light,maintain
169,48.4,17,male,active,cut
150,65.5,30,female,light,cut
165,66.5,15,male,active,maintain
154,54.9,20,male,light,gain
194,84.5,30,male,very_active,maintain
166,72.0,20,female,very_active,maintain
189,86.4,21,male,moderate,cut
185,71.6,20,male,very_active,cut
181,72.4,21,female,moderate,gain
157,52.4,16,male,moderate,gain
183,88.8,26,female,active,maintain
169,71.4,26,male,light,cut
148,42.2,16,male,sedentary,cut
184,94.5,27,male,light,cut
194,83.6,26,female,light,cut
174,66.7,14,male,very_active,cut
188,75.4,22,male,very_active,cut
178,59.9,13,female,light,maintain
145,44.8,16,male,very_active,gain
165,75.0,19,female,light,cut
158,55.7,18,male,active,gain
157,52.7,25,male,active,cut
190,95.0,27,female,very_active,cut
176,59.0,30,female,very_active,gain
181,81.3,23,male,sedentary,gain
163,64.2,16,male,active,cut
193,77.5,22,male,light,cut
191,100.0,27,male,light,cut
180,82.8,19,male,sedentary,cut
175,61.8,22,male,moderate,maintain
178,88.1,21,female,active,cut
151,49.8,17,male,moderate,maintain
161,55.3,22,female,very_active,gain
151,47.7,14,male,moderate,maintain
158,49.7,23,female,light,maintain
155,53.8,26,female,sedentary,cut
150,54.1,18,female,moderate,cut
157,66.9,29,male,active,cut
151,45.3,14,male,active,gain
162,50.3,23,female,very_active,cut
177,63.1,30,female,moderate,maintain
194,84.1,29,male,sedentary,gain
152,50.1,28,female,sedentary,gain
189,88.2,14,female,very_active,gain
185,90.4,21,male,light,cut
155,60.6,23,female,very_active,maintain
174,72.3,22,male,active,gain
165,75.3,22,female,very_active,maintain
175,76.0,29,female,sedentary,maintain
145,51.6,13,male,light,maintain
163,71.6,18,female,moderate,gain
158,54.4,22,female,sedentary,maintain
168,59.0,16,male,sedentary,cut
194,103.8,21,female,active,gain
144,43.1,13,female,very_active,cut
195,76.2,22,male,light,cut
173,68.5,26,female,very_active,cut
175,78.5,14,male,sedentary,gain
155,65.4,29,female,very_active,maintain
165,57.8,28,female,very_active,cut
181,63.7,14,male,moderate,gain
142,35.3,16,female,light,maintain
152,47.4,14,male,sedentary,cut
177,64.4,29,female,active,maintain
192,74.6,18,female,sedentary,maintain
165,68.8,21,male,moderate,maintain
187,92.0,20,female,active,gain
151,39.1,15,female,light,cut
166,68.7,13,male,very_active,gain
146,43.2,14,male,active,maintain
179,84.8,18,female,sedentary,maintain
176,67.4,15,male,moderate,maintain
175,71.3,13,female,very_active,gain
167,57.7,29,male,moderate,maintain
152,62.6,30,male,sedentary,maintain
187,81.9,30,male,very_active,cut
176,55.8,17,male,active,maintain
159,59.8,28,female,light,cut
156,61.6,26,female,active,gain
189,75.5,27,female,moderate,gain
167,68.7,25,male,active,maintain
150,49.8,30,female,sedentary,maintain
190,94.8,22,female,light,gain
141,51.2,14,female,active,gain
185,77.8,30,male,light,gain
160,75.1,22,female,moderate,maintain
163,70.7,25,female,active,cut
156,51.1,23,male,moderate,cut
150,59.8,23,male,sedentary,maintain
141,46.6,13,male,very_active,cut
151,51.9,22,male,moderate,cut
163,73.7,19,male,very_active,cut
185,75.0,17,female,moderate,cut
164,59.4,23,male,moderate,cut
159,50.6,27,male,active,maintain
195,79.1,27,female,light,cut
160,73.2,24,female,light,maintain
181,96.5,20,female,moderate,maintain
179,94.7,23,female,moderate,cut
165,65.1,20,female,active,cut
190,77.8,15,female,active,cut
160,59.1,16,male,moderate,cut
186,83.7,24,female,sedentary,maintain
175,66.1,22,male,very_active,cut
183,81.1,16,male,light,cut
186,82.9,23,female,light,gain
159,54.0,22,male,active,gain
190,84.2,27,male,sedentary,maintain
160,71.3,30,female,light,gain
190,68.6,26,female,very_active,gain
189,74.5,29,male,moderate,maintain
172,71.7,24,male,moderate,gain
150,57.7,16,female,light,maintain
180,88.9,26,male,very_active,cut
168,63.3,14,male,moderate,maintain
150,45.4,20,male,very_active,cut
193,98.8,20,male,active,maintain
151,53.4,13,male,very_active,cut
178,60.7,28,female,moderate,maintain
162,74.7,22,female,sedentary,cut
163,53.7,26,female,very_active,cut
176,59.2,14,male,moderate,cut
180,58.1,15,female,light,gain
163,59.0,29,male,light,maintain
181,80.3,23,male,light,cut
169,73.8,26,male,moderate,cut
153,60.2,14,male,active,cut
179,58.3,13,female,sedentary,cut
153,47.0,28,female,moderate,cut
175,73.6,15,female,sedentary,cut
181,57.5,13,male,light,maintain
172,79.1,30,male,active,cut
160,71.6,20,female,light,gain
183,77.6,25,female,sedentary,cut
170,74.3,18,male,moderate,maintain
153,53.9,22,male,moderate,gain
156,55.7,23,male,sedentary,maintain
177,78.2,20,female,moderate,cut
185,76.7,17,female,very_active,gain
189,81.0,27,female,light,gain
141,39.7,14,female,light,gain
185,66.4,24,female,very_active,cut
176,79.2,30,female,very_active,gain
173,68.1,28,male,light,cut
167,60.8,27,female,light,gain
168,62.7,29,female,active,maintain
172,68.8,19,female,light,maintain
149,48.3,17,female,light,maintain
158,59.0,25,male,light,cut
149,55.2,15,male,active,cut
190,83.3,26,male,light,maintain
158,64.4,19,male,very_active,gain
187,70.8,27,male,active,gain
170,62.4,27,male,sedentary,cut
171,56.9,29,female,sedentary,cut
157,55.1,30,male,sedentary,maintain
175,79.7,19,female,light,gain
194,86.3,29,female,very_active,maintain
173,74.6,28,male,active,cut
151,52.6,15,male,very_active,cut
146,46.5,16,male,active,gain
177,69.7,27,female,active,maintain
165,56.4,28,female,active,cut
143,40.9,17,female,sedentary,cut
176,81.1,27,female,sedentary,cut
161,54.6,18,male,active,gain
184,85.3,26,male,moderate,maintain
158,42.5,13,male,moderate,gain
151,46.7,14,female,active,cut
166,66.3,25,female,moderate,maintain
191,100.0,22,male,very_active,maintain
156,59.1,23,female,active,gain
179,90.4,23,female,light,gain
194,76.0,24,female,active,cut
179,62.6,28,female,very_active,maintain
176,58.9,15,male,light,gain
181,87.7,29,male,light,gain
156,48.4,28,female,moderate,gain
190,92.6,29,male,sedentary,cut
168,56.7,19,female,active,gain
159,69.8,24,male,light,gain
178,57.7,14,female,very_active,cut
183,59.5,15,male,sedentary,maintain
191,94.0,24,female,sedentary,gain
170,80.3,30,male,moderate,cut
146,54.9,17,male,moderate,cut
150,57.3,27,male,very_active,cut
175,67.3,13,male,active,maintain
179,71.2,13,male,active,maintain
173,70.5,30,male,light,cut
160,51.1,17,male,sedentary,maintain
150,44.6,18,female,sedentary,maintain
178,65.0,20,female,light,cut
184,94.4,20,male,very_active,gain
157,51.8,24,female,very_active,cut
161,67.6,20,male,moderate,gain
183,73.9,18,male,sedentary,maintain
172,60.3,28,female,light,cut
165,69.8,27,male,very_active,gain
175,78.2,29,female,active,cut
161,77.1,23,female,sedentary,maintain
181,78.9,24,male,active,gain
178,79.7,29,male,active,gain
172,76.2,24,female,sedentary,gain
194,80.9,24,male,sedentary,gain
184,76.4,21,female,light,gain
171,67.4,13,female,moderate,cut
157,49.7,18,male,active,cut
187,89.3,14,male,moderate,maintain
141,43.7,14,male,moderate,cut
182,89.9,24,female,moderate,gain
156,46.5,28,female,light,gain
186,82.7,26,female,moderate,gain
182,90.9,23,male,very_active,maintain
164,62.9,15,male,active,maintain
179,68.7,29,female,moderate,cut
151,46.6,23,male,sedentary,maintain
163,69.0,26,female,sedentary,maintain
157,64.1,26,male,moderate,cut
152,64.3,30,male,sedentary,cut
164,62.1,20,female,moderate,gain
150,54.3,14,male,very_active,gain
152,52.1,17,female,active,gain
158,58.3,20,female,active,maintain
192,72.8,30,female,very_active,cut
153,52.2,28,female,very_active,cut
166,74.8,20,male,active,cut
156,62.7,23,female,very_active,cut
150,38.8,14,female,active,gain
152,60.7,27,male,sedentary,gain
161,49.8,16,male,light,cut
178,88.3,29,male,sedentary,cut
153,52.9,23,male,sedentary,maintain
161,74.4,18,female,moderate,gain
154,63.0,25,male,very_active,maintain
155,50.8,27,male,active,maintain
141,39.4,14,male,light,cut
158,50.6,24,female,moderate,cut
188,73.1,27,male,active,gain
161,50.5,17,male,very_active,gain
174,77.0,28,male,sedentary,cut
185,71.5,27,female,active,maintain
151,54.2,22,male,sedentary,gain
170,59.9,26,male,active,maintain
184,83.7,14,female,moderate,cut
157,69.0,27,female,sedentary,maintain
169,65.9,19,male,sedentary,cut
154,65.9,23,male,active,maintain
155,51.7,26,male,active,gain
195,99.2,27,male,light,maintain
192,94.6,24,male,moderate,maintain
163,56.4,19,male,very_active,maintain
169,50.4,17,male,moderate,maintain
151,55.4,19,male,active,cut
158,53.2,25,male,moderate,gain
163,62.8,26,female,sedentary,cut
158,74.3,19,female,moderate,maintain
181,77.4,20,male,moderate,cut
194,83.4,20,male,light,maintain
184,87.1,21,male,sedentary,cut
146,53.2,15,female,very_active,maintain
192,72.5,20,female,sedentary,cut
176,81.4,25,male,active,cut
176,71.8,22,female,moderate,cut
148,43.9,13,female,very_active,gain
191,77.5,25,male,active,gain
158,49.8,13,male,sedentary,gain
181,81.1,28,female,active,cut
172,64.5,22,male,very_active,gain
177,69.0,20,female,very_active,gain
191,103.5,25,female,active,gain
181,81.4,23,female,moderate,gain
186,79.2,25,male,active,cut
169,59.6,13,male,sedentary,gain
177,84.1,24,female,very_active,gain
149,38.9,16,male,very_active,gain
175,62.0,29,male,sedentary,gain
166,66.7,15,female,very_active,cut
154,55.6,22,male,light,maintain
178,81.9,16,male,sedentary,maintain
189,89.8,26,male,sedentary,maintain
193,74.2,27,female,active,gain
194,74.6,24,female,very_active,cut
187,58.1,13,female,moderate,cut
158,51.6,26,female,sedentary,cut
187,78.5,25,male,moderate,maintain
172,82.3,22,male,light,gain
140,36.5,14,female,moderate,gain
175,75.8,21,male,sedentary,maintain
174,71.8,18,male,active,cut
190,82.6,20,male,very_active,gain
164,55.9,18,male,very_active,gain
185,87.9,27,female,active,cut
184,63.0,16,male,very_active,cut
164,54.3,13,female,light,cut
176,64.7,13,male,active,gain
166,70.7,29,female,sedentary,cut
190,105.4,27,female,sedentary,gain
157,45.7,16,female,sedentary,maintain
154,60.9,25,male,moderate,cut
163,69.5,26,male,active,cut
170,82.3,27,female,active,maintain
173,79.6,22,male,very_active,gain
153,54.3,19,male,light,gain
155,51.4,27,female,active,maintain
180,77.5,30,female,sedentary,maintain
178,84.4,18,male,active,cut
166,62.0,25,male,light,maintain
182,74.8,26,female,very_active,cut
174,71.3,19,male,light,maintain
186,78.2,21,male,light,maintain
175,73.5,27,female,very_active,maintain
159,71.9,26,female,light,cut
153,52.9,30,male,sedentary,gain
178,68.9,25,male,very_active,maintain
189,78.2,19,male,very_active,gain
181,65.7,24,female,very_active,maintain
181,81.5,23,female,active,cut
161,69.4,19,female,light,maintain
164,65.5,27,female,light,gain
169,72.7,19,male,very_active,maintain
174,75.3,29,male,moderate,cut
181,85.9,25,male,very_active,maintain
180,68.3,17,male,active,maintain
154,61.0,30,male,active,gain
190,94.9,24,female,active,cut
154,64.6,24,female,active,maintain
191,82.5,26,male,moderate,gain
158,50.5,16,male,sedentary,gain
175,84.0,20,male,light,cut
193,89.2,20,female,active,cut
189,82.7,14,male,very_active,cut
173,78.2,25,male,sedentary,gain
158,48.7,13,female,light,maintain
185,91.2,29,female,active,cut
195,109.4,18,female,sedentary,gain
181,58.0,14,female,light,cut
185,59.1,13,male,very_active,maintain
167,57.3,19,female,moderate,maintain
170,74.8,28,male,very_active,maintain
161,59.1,29,female,very_active,gain
143,44.9,15,male,light,cut
168,56.3,16,male,moderate,cut
152,44.5,13,female,moderate,gain
165,67.8,13,male,very_active,maintain
154,61.1,28,male,moderate,gain
155,48.3,19,male,active,gain
171,66.0,13,female,moderate,cut
150,56.8,25,male,sedentary,gain
181,89.8,30,male,active,gain
156,62.1,26,male,active,cut
150,41.6,17,female,active,maintain
161,47.0,17,female,very_active,cut
181,78.3,16,female,very_active,maintain
190,87.4,21,male,moderate,gain
190,83.8,22,female,sedentary,gain
159,58.0,24,male,sedentary,cut
172,72.3,27,male,sedentary,cut
185,82.6,17,female,sedentary,maintain
158,43.7,14,female,sedentary,gain
175,74.5,25,female,active,gain
166,79.1,19,female,very_active,gain
186,75.8,24,female,moderate,maintain
181,81.9,22,female,sedentary,maintain
176,61.0,20,female,moderate,maintain
191,102.0,30,female,very_active,cut
178,61.0,27,female,active,maintain
153,63.2,26,female,very_active,maintain
179,77.0,18,male,sedentary,maintain
174,77.1,16,female,moderate,cut
159,58.7,14,male,moderate,gain
157,56.6,25,female,moderate,cut
185,88.5,16,female,active,cut
180,60.8,16,female,sedentary,gain
194,99.4,22,female,active,maintain
162,64.3,25,female,light,maintain
150,44.8,25,female,very_active,gain
142,35.3,14,female,moderate,maintain
170,63.3,29,male,light,cut
159,49.6,16,male,light,maintain
184,91.5,30,female,sedentary,cut
153,59.4,21,male,moderate,gain
160,66.6,28,male,sedentary,cut
154,55.0,15,female,active,cut
158,50.5,29,male,very_active,maintain
155,54.9,20,male,active,maintain
174,61.6,17,female,very_active,gain
144,39.1,16,female,active,maintain
155,58.7,19,male,active,maintain
177,64.3,26,male,sedentary,gain
171,71.3,28,male,active,gain
167,60.0,30,female,moderate,gain
174,62.3,13,male,moderate,gain
155,49.6,22,male,moderate,gain
176,73.1,14,female,moderate,maintain
147,35.7,13,female,light,cut
166,60.7,16,male,active,maintain
144,46.6,13,female,moderate,cut
166,58.7,22,female,sedentary,cut
171,70.8,28,female,light,cut
166,50.1,15,male,moderate,cut
152,60.1,28,female,very_active,cut
155,47.9,27,female,active,cut
154,50.4,20,male,active,maintain
157,58.4,13,male,very_active,gain
177,69.3,18,male,moderate,gain
160,43.3,16,male,very_active,cut
169,51.2,16,male,light,cut
180,84.2,16,male,active,maintain
175,73.2,25,female,active,cut
163,61.3,17,male,light,gain
184,93.6,26,male,very_active,gain
169,59.1,21,male,active,gain
172,60.0,13,female,active,cut
171,86.0,22,female,moderate,maintain
188,86.0,26,male,moderate,gain
149,43.5,14,male,sedentary,cut
170,59.0,17,female,sedentary,maintain
159,64.1,19,male,light,cut
169,73.7,23,female,moderate,maintain
184,84.4,17,male,active,maintain
150,54.8,21,male,active,cut
162,68.9,29,female,very_active,gain
170,74.5,20,male,sedentary,gain
165,67.0,14,male,very_active,gain
173,75.9,28,male,very_active,gain
183,82.7,28,male,very_active,cut
154,66.3,24,female,active,gain
187,69.4,14,female,sedentary,gain
143,44.1,16,male,active,cut
163,45.9,15,male,moderate,gain
169,71.0,28,female,active,maintain
171,78.0,18,female,active,cut
184,58.9,17,female,moderate,maintain
178,86.2,25,male,moderate,maintain
194,99.4,20,male,moderate,gain
171,71.5,22,female,moderate,gain
188,80.6,19,female,very_active,gain
176,70.4,25,female,very_active,maintain
174,80.3,24,male,moderate,maintain
167,52.9,17,female,active,maintain
177,92.0,28,female,light,maintain
143,37.5,14,male,moderate,maintain
149,56.3,13,female,very_active,cut
170,67.7,24,male,light,maintain
179,64.8,13,female,very_active,maintain
175,75.4,18,female,light,cut
151,62.7,28,male,active,maintain
171,63.0,16,male,very_active,maintain
172,61.9,16,male,moderate,maintain
191,77.8,28,female,moderate,gain
175,68.9,22,male,sedentary,gain
156,43.0,14,female,light,maintain
184,74.3,17,female,very_active,cut
141,49.9,17,female,sedentary,maintain
172,61.5,21,female,active,gain
153,65.6,20,female,light,cut
189,96.6,19,male,light,gain
167,60.3,17,female,moderate,gain
172,63.3,17,male,moderate,gain
186,74.2,25,female,active,gain
179,85.6,24,female,moderate,cut
181,69.8,17,male,light,cut
150,54.4,20,male,moderate,gain
167,75.9,28,male,moderate,cut
182,90.6,22,male,moderate,gain
160,49.1,15,male,very_active,gain
185,73.1,13,female,very_active,gain
180,65.9,17,female,very_active,cut
152,52.6,19,female,active,cut
152,61.7,25,male,light,gain
167,61.3,13,female,active,maintain
166,70.2,30,male,light,gain
171,80.1,23,female,very_active,maintain
163,58.2,23,female,very_active,cut
148,37.3,15,male,very_active,cut
170,65.2,13,male,very_active,gain
159,59.7,16,male,active,cut
190,73.5,19,female,very_active,cut
168,82.9,19,female,moderate,maintain
171,77.7,24,male,very_active,maintain
194,85.4,26,male,light,cut
192,98.3,26,male,sedentary,cut
173,57.4,15,male,active,maintain
168,66.8,13,male,moderate,maintain
172,72.7,15,female,moderate,maintain
157,43.3,13,male,sedentary,gain
185,68.7,18,female,active,gain
162,71.6,19,female,sedentary,cut
152,64.1,21,female,sedentary,gain
194,86.8,22,male,moderate,gain
181,96.2,23,female,active,cut
178,77.7,21,female,light,gain
164,56.8,22,male,light,gain
183,83.8,20,female,moderate,gain
161,58.4,18,female,very_active,maintain
163,65.9,15,male,light,cut
177,72.4,30,female,active,gain
174,67.6,27,male,very_active,cut
167,46.3,16,male,very_active,maintain
171,69.0,13,male,moderate,cut
192,95.8,18,male,very_active,gain
187,81.5,18,male,sedentary,cut
170,62.1,16,male,active,maintain
187,94.5,29,male,sedentary,cut
170,69.5,16,female,active,maintain
168,74.7,23,male,moderate,gain
161,52.2,27,female,active,maintain
166,60.5,30,female,active,gain
148,54.7,16,female,active,maintain
180,81.8,28,male,light,gain
178,91.5,26,female,active,maintain
155,46.0,15,female,active,cut
185,75.7,15,male,moderate,maintain
163,50.0,15,male,sedentary,maintain
179,72.6,26,male,light,gain
184,73.2,17,female,sedentary,maintain
189,87.0,14,female,active,cut
178,78.4,18,male,very_active,gain
170,65.6,17,male,moderate,maintain
155,66.6,21,male,very_active,cut
179,73.2,15,male,light,gain
178,70.3,18,male,sedentary,maintain
174,84.5,22,male,very_active,gain
176,79.5,27,female,very_active,gain
156,56.0,20,female,active,maintain
175,59.1,30,female,light,cut
185,71.8,13,male,light,cut
184,81.8,18,male,very_active,cut
192,81.8,23,male,moderate,cut
170,73.9,14,male,light,maintain
157,52.9,20,male,sedentary,maintain
187,84.2,19,male,light,cut
153,39.6,16,female,light,cut
154,56.0,23,female,sedentary,maintain
179,77.4,19,male,active,gain
174,72.0,28,male,active,maintain
161,43.4,13,female,active,maintain
192,70.1,22,female,light,cut
165,53.2,13,female,sedentary,cut
148,54.2,15,female,moderate,cut
168,57.5,28,male,moderate,maintain
191,94.6,29,male,light,cut
165,55.3,16,female,sedentary,cut
183,91.8,22,male,active,cut
163,51.7,20,female,sedentary,cut
188,78.1,30,female,sedentary,gain
168,76.5,20,male,sedentary,maintain
187,80.8,17,male,active,cut
150,55.1,20,male,sedentary,maintain
162,64.1,29,male,very_active,gain
159,57.0,26,female,active,maintain
180,77.3,24,male,very_active,maintain
173,59.7,24,female,light,gain
183,60.1,16,female,very_active,cut
180,90.2,25,female,light,gain
193,101.7,27,male,active,gain
152,55.9,29,male,moderate,maintain
151,56.3,13,female,sedentary,gain
195,89.7,30,female,active,gain
155,69.6,18,female,active,maintain
150,53.7,18,female,light,cut
156,69.5,21,female,sedentary,maintain
191,74.6,22,male,very_active,gain
155,69.7,20,female,moderate,cut
186,81.4,20,male,light,maintain
177,65.4,21,female,sedentary,cut
156,65.1,30,female,active,maintain
144,47.3,14,female,moderate,cut
159,75.2,29,female,very_active,maintain
141,49.8,13,female,active,cut
195,85.7,20,female,very_active,maintain
163,66.9,29,female,very_active,cut
154,51.4,15,female,very_active,maintain
171,71.7,30,female,light,maintain
153,48.3,24,male,sedentary,gain
144,46.9,14,female,sedentary,maintain
181,88.6,28,male,moderate,maintain
156,63.4,29,male,moderate,cut
194,89.3,22,male,active,gain
167,72.5,26,female,moderate,maintain
189,75.7,25,male,moderate,gain
171,66.3,17,female,sedentary,cut
167,67.1,18,male,very_active,cut
161,55.0,16,male,very_active,maintain
150,66.8,28,female,very_active,maintain
185,76.2,29,male,moderate,maintain
180,83.9,27,female,moderate,cut
165,61.3,15,male,moderate,gain
179,64.4,21,male,moderate,maintain
187,96.3,22,male,active,cut
172,64.6,29,female,very_active,gain
153,49.9,24,female,very_active,maintain
194,88.1,22,male,light,cut
158,51.3,18,female,light,maintain
155,63.9,25,male,very_active,cut
162,58.4,26,female,active,cut
162,66.3,23,male,very_active,cut
182,82.9,19,male,moderate,cut
193,98.9,19,male,very_active,gain
165,60.9,13,male,very_active,maintain
158,57.9,15,female,sedentary,cut
154,53.4,17,female,very_active,gain
190,75.7,30,male,light,maintain
163,48.7,16,male,light,gain
170,67.2,23,male,light,maintain
187,84.0,17,female,light,maintain
166,65.8,21,male,moderate,maintain
152,45.2,13,female,sedentary,gain
169,77.2,25,male,very_active,cut
184,82.7,17,male,active,gain
172,78.9,27,male,light,cut
191,82.5,23,male,very_active,maintain
193,91.2,22,female,sedentary,maintain
166,74.6,26,female,moderate,cut
186,100.3,24,female,moderate,cut
165,53.5,23,female,very_active,cut
193,90.4,28,male,light,maintain
190,88.7,21,female,very_active,gain
195,97.3,23,female,light,cut
183,87.9,29,female,active,cut
164,69.4,21,male,sedentary,cut
167,67.8,23,male,very_active,maintain
165,58.9,22,female,moderate,gain
166,52.7,26,female,light,cut
167,61.2,24,male,light,maintain
161,62.2,22,female,moderate,maintain
164,74.2,22,female,very_active,cut
157,59.4,16,male,active,maintain
154,56.0,28,female,sedentary,maintain
193,82.2,25,female,light,maintain
183,74.0,24,female,very_active,maintain
148,52.8,15,male,very_active,gain
177,80.5,13,female,light,maintain
162,56.1,22,male,very_active,gain
181,92.3,28,female,moderate,gain
162,52.9,30,female,light,gain
195,99.5,25,female,moderate,maintain
174,75.4,17,male,active,cut
180,77.3,29,male,moderate,maintain
162,54.9,25,female,moderate,cut
171,72.7,17,male,light,gain
176,68.4,16,female,active,maintain
152,53.5,19,female,sedentary,cut
180,65.2,17,female,very_active,maintain
155,56.9,19,male,active,gain
162,56.9,24,male,active,maintain
175,66.4,30,male,active,maintain
173,50.9,17,male,active,maintain
153,48.7,21,male,moderate,maintain
179,95.1,23,female,moderate,gain
